cli_document,recencia,frequencia,monetario,R,F,M,rfm_score,rfm_total,segmento
CLI_0D4F3547,519,1,168.49,1,4,3,143,8,Skin Bloom
CLI_0D4FB5F0,58,1,154.71,4,4,2,442,10,Skin Glow
CLI_0D52044E,536,1,207.92,1,4,3,143,8,Skin Bloom
CLI_0D534F74,99,2,321.54999999999995,4,5,4,454,13,Skin Glow
CLI_0D53DD4D,291,1,80.63,3,4,1,341,8,Skin Glow
CLI_0D5A608D,50,1,99.09,5,4,1,541,10,Skin Glow
CLI_0D5E23DB,476,1,144.08,1,4,2,142,7,Skin Bloom
CLI_0D63D108,32,1,93.0,5,4,1,541,10,Skin Glow
CLI_0D67026A,121,1,381.55,4,4,4,444,12,Skin Glow
CLI_0D6772F8,490,1,217.8,1,4,3,143,8,Skin Bloom
CLI_0D69C645,220,1,209.83,3,4,3,343,10,Skin Glow
CLI_0D6AB2A7,130,1,163.14,4,4,3,443,11,Skin Glow
CLI_0D6D1848,305,1,179.82,3,4,3,343,10,Skin Glow
CLI_0D6DFF95,30,3,390.91,5,5,4,554,14,Skin Glow
CLI_0D6E8B03,447,1,78.63,1,4,1,141,6,Skin Bloom
CLI_0D71D26E,419,2,550.27,2,5,5,255,12,Skin Bloom
CLI_0D7227EA,396,1,159.84,2,4,2,242,8,Skin Bloom
CLI_0D72E91C,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_0D736C27,62,2,1399.3,4,5,5,455,14,Skin Glow
CLI_0D75E561,403,1,82.5,2,4,1,241,7,Skin Bloom
CLI_0D799B52,32,1,40.29,5,4,1,541,10,Skin Glow
CLI_0D7B36DA,286,2,206.8,3,5,3,353,11,Skin Glow
CLI_0D7B7689,300,1,206.26,3,4,3,343,10,Skin Glow
CLI_0D7E7FE7,532,1,753.12,1,4,5,145,10,Skin Bloom
CLI_0D7FE5B2,10,1,224.96,5,4,3,543,12,Skin Glow
CLI_0D807B64,484,1,231.1,1,4,3,143,8,Skin Bloom
CLI_0D813809,18,1,128.88,5,4,2,542,11,Skin Glow
CLI_0D81491A,180,1,139.22,3,4,2,342,9,Skin Glow
CLI_0D86D594,268,1,128.63,3,4,2,342,9,Skin Glow
CLI_0D86ED42,33,7,1697.56,5,5,5,555,15,Skin Glow
CLI_0D890CA3,33,1,166.95,5,4,3,543,12,Skin Glow
CLI_0D8B3527,475,1,108.33,1,4,1,141,6,Skin Bloom
CLI_0D8C251E,295,1,131.17,3,4,2,342,9,Skin Glow
CLI_0D8C7209,75,2,325.54999999999995,4,5,4,454,13,Skin Glow
CLI_0D8DD403,220,1,129.96,3,4,2,342,9,Skin Glow
CLI_0D904A24,475,1,253.21,1,4,4,144,9,Skin Bloom
CLI_0D9078A2,51,2,178.10000000000002,5,5,3,553,13,Skin Glow
CLI_0D912CBD,10,1,248.12,5,4,3,543,12,Skin Glow
CLI_0D91B9E6,381,2,1024.0,2,5,5,255,12,Skin Bloom
CLI_0D923A71,404,2,662.4300000000001,2,5,5,255,12,Skin Bloom
CLI_0D949E2A,167,1,312.28,4,4,4,444,12,Skin Glow
CLI_0D94B881,33,1,269.95,5,4,4,544,13,Skin Glow
CLI_0D966D53,15,3,1085.1399999999999,5,5,5,555,15,Skin Glow
CLI_0D986CFE,145,1,105.18,4,4,1,441,9,Skin Glow
CLI_0D991F08,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_0D99FF49,472,2,294.28999999999996,1,5,4,154,10,Skin Bloom
CLI_0D9B0D80,51,1,137.86,5,4,2,542,11,Skin Glow
CLI_0D9B17CE,402,1,134.84,2,4,2,242,8,Skin Bloom
CLI_0D9B9DD6,402,1,167.3,2,4,3,243,9,Skin Bloom
CLI_0D9C55C1,250,2,566.69,3,5,5,355,13,Skin Glow
CLI_0D9CA96E,348,1,354.9,2,4,4,244,10,Skin Bloom
CLI_0D9D296E,4,1,130.4,5,4,2,542,11,Skin Glow
CLI_0D9DAB88,123,1,279.32,4,4,4,444,12,Skin Glow
CLI_0DA025F2,490,1,217.8,1,4,3,143,8,Skin Bloom
CLI_0DA2F657,390,1,152.29,2,4,2,242,8,Skin Bloom
CLI_0DA5F91A,405,1,66.43,2,4,1,241,7,Skin Bloom
CLI_0DA70FCD,401,1,554.55,2,4,5,245,11,Skin Bloom
CLI_0DA7CC0A,257,1,270.41,3,4,4,344,11,Skin Glow
CLI_0DA9E395,406,1,248.43,2,4,3,243,9,Skin Bloom
CLI_0DAA8DA7,189,1,131.05,3,4,2,342,9,Skin Glow
CLI_0DAB2A85,211,1,277.32,3,4,4,344,11,Skin Glow
CLI_0DAC4E66,129,1,162.23,4,4,3,443,11,Skin Glow
CLI_0DAED950,223,3,845.7,3,5,5,355,13,Skin Glow
CLI_0DAF6E1B,107,2,184.85000000000002,4,5,3,453,12,Skin Glow
CLI_0DB273E0,403,1,135.83,2,4,2,242,8,Skin Bloom
CLI_0DB3C5C7,462,1,377.45,1,4,4,144,9,Skin Bloom
CLI_0DB685D9,332,1,167.32,2,4,3,243,9,Skin Bloom
CLI_0DB74933,130,1,298.86,4,4,4,444,12,Skin Glow
CLI_0DBB2495,18,1,223.0,5,4,3,543,12,Skin Glow
CLI_0DBC2214,262,1,158.01,3,4,2,342,9,Skin Glow
CLI_0DBC67FC,216,1,256.79,3,4,4,344,11,Skin Glow
CLI_0DC16D03,430,1,158.81,1,4,2,142,7,Skin Bloom
CLI_0DC27E3F,193,1,86.31,3,4,1,341,8,Skin Glow
CLI_0DC51366,21,1,140.33,5,4,2,542,11,Skin Glow
CLI_0DC52556,285,2,562.37,3,5,5,355,13,Skin Glow
CLI_0DC53E25,388,1,299.8,2,4,4,244,10,Skin Bloom
CLI_0DC6C005,39,1,250.82,5,4,4,544,13,Skin Glow
CLI_0DC89FDD,32,1,28.37,5,4,1,541,10,Skin Glow
CLI_0DC8F174,545,1,133.23,1,4,2,142,7,Skin Bloom
CLI_0DCB8945,225,1,169.9,3,4,3,343,10,Skin Glow
CLI_0DCD694C,532,1,244.72,1,4,3,143,8,Skin Bloom
CLI_0DD04366,252,1,125.59,3,4,1,341,8,Skin Glow
CLI_0DD0AD37,411,1,143.23,2,4,2,242,8,Skin Bloom
CLI_0DD13DC3,426,1,343.94,2,4,4,244,10,Skin Bloom
CLI_0DD1C1E5,32,1,147.01,5,4,2,542,11,Skin Glow
CLI_0DD1F735,350,2,473.28999999999996,2,5,5,255,12,Skin Bloom
CLI_0DD2BFDF,41,1,144.05,5,4,2,542,11,Skin Glow
CLI_0DD30F59,75,2,360.78999999999996,4,5,4,454,13,Skin Glow
CLI_0DD3CA0F,349,2,288.81,2,5,4,254,11,Skin Bloom
CLI_0DD4BE69,147,2,369.8,4,5,4,454,13,Skin Glow
CLI_0DD63BA3,281,1,89.1,3,4,1,341,8,Skin Glow
CLI_0DD9874F,34,2,375.9,5,5,4,554,14,Skin Glow
CLI_0DDB23C9,24,1,492.65,5,4,5,545,14,Skin Glow
CLI_0DDD6EDF,250,1,231.2,3,4,3,343,10,Skin Glow
CLI_0DDDCEFA,271,1,128.62,3,4,2,342,9,Skin Glow
CLI_0DDE4B86,180,3,632.52,3,5,5,355,13,Skin Glow
CLI_0DDFA5E4,32,1,58.92,5,4,1,541,10,Skin Glow
CLI_0DE49302,544,1,278.26,1,4,4,144,9,Skin Bloom
CLI_0DE539F8,316,1,158.55,2,4,2,242,8,Skin Bloom
CLI_0DE7611B,252,2,361.35,3,5,4,354,12,Skin Glow
CLI_0DE7A4DC,43,1,418.22,5,4,5,545,14,Skin Glow
CLI_0DE8E9D4,544,1,244.6,1,4,3,143,8,Skin Bloom
CLI_0DE97E70,78,1,122.21,4,4,1,441,9,Skin Glow
CLI_0DE99D0C,336,1,143.76,2,4,2,242,8,Skin Bloom
CLI_0DEC950E,187,1,393.25,3,4,4,344,11,Skin Glow
CLI_0DED3F52,341,2,169.34,2,5,3,253,10,Skin Bloom
CLI_0DEEDC23,347,1,340.92,2,4,4,244,10,Skin Bloom
CLI_0DF05A20,479,1,171.22,1,4,3,143,8,Skin Bloom
CLI_0DF2EC71,48,2,236.77,5,5,3,553,13,Skin Glow
CLI_0DF640D8,433,1,152.11,1,4,2,142,7,Skin Bloom
CLI_0DF6F85B,56,1,143.05,4,4,2,442,10,Skin Glow
CLI_0DF860F1,234,1,135.01,3,4,2,342,9,Skin Glow
CLI_0DFA59AA,101,5,2216.5,4,5,5,455,14,Skin Glow
CLI_0DFE52AB,403,2,191.01,2,5,3,253,10,Skin Bloom
CLI_0DFF215F,32,2,301.31,5,5,4,554,14,Skin Glow
CLI_0DFF3966,315,1,138.91,2,4,2,242,8,Skin Bloom
CLI_0E0188F3,403,1,216.85,2,4,3,243,9,Skin Bloom
CLI_0E047CF7,158,2,456.3,4,5,5,455,14,Skin Glow
CLI_0E0889B2,40,2,372.47,5,5,4,554,14,Skin Glow
CLI_0E0AC804,442,1,246.99,1,4,3,143,8,Skin Bloom
CLI_0E0D282A,403,1,166.58,2,4,3,243,9,Skin Bloom
CLI_0E0E2F63,200,1,221.11,3,4,3,343,10,Skin Glow
CLI_0E0F26F3,127,2,242.56,4,5,3,453,12,Skin Glow
CLI_0E108CCF,88,1,188.9,4,4,3,443,11,Skin Glow
CLI_0E111FC2,519,1,78.63,1,4,1,141,6,Skin Bloom
CLI_0E1166E5,32,1,195.08,5,4,3,543,12,Skin Glow
CLI_0E11B498,403,1,295.21,2,4,4,244,10,Skin Bloom
CLI_0E1377BC,34,1,184.39,5,4,3,543,12,Skin Glow
CLI_0E184097,420,1,76.93,2,4,1,241,7,Skin Bloom
CLI_0E1A648A,36,1,129.46,5,4,2,542,11,Skin Glow
CLI_0E1CD541,229,1,143.69,3,4,2,342,9,Skin Glow
CLI_0E1DCC8C,498,1,78.63,1,4,1,141,6,Skin Bloom
CLI_0E1FE7DF,404,1,76.93,2,4,1,241,7,Skin Bloom
CLI_0E212EF6,440,1,220.92,1,4,3,143,8,Skin Bloom
CLI_0E21878B,170,3,566.11,3,5,5,355,13,Skin Glow
CLI_0E221B5E,455,1,93.94,1,4,1,141,6,Skin Bloom
CLI_0E255ABD,322,1,103.96,2,4,1,241,7,Skin Bloom
CLI_0E25CE49,281,1,149.84,3,4,2,342,9,Skin Glow
CLI_0E25DEB5,526,1,198.0,1,4,3,143,8,Skin Bloom
CLI_0E25ECF0,45,1,129.84,5,4,2,542,11,Skin Glow
CLI_0E2726E4,45,1,277.01,5,4,4,544,13,Skin Glow
CLI_0E2845F0,502,1,508.99,1,4,5,145,10,Skin Bloom
CLI_0E28A749,308,1,195.34,3,4,3,343,10,Skin Glow
CLI_0E2DBF8F,526,1,78.5,1,4,1,141,6,Skin Bloom
CLI_0E2DC305,130,1,150.14,4,4,2,442,10,Skin Glow
CLI_0E2E9A58,168,1,319.8,3,4,4,344,11,Skin Glow
CLI_0E2EA2AE,213,1,192.0,3,4,3,343,10,Skin Glow
CLI_0E2F3E85,239,1,242.8,3,4,3,343,10,Skin Glow
CLI_0E2F43EE,187,7,1860.08,3,5,5,355,13,Skin Glow
CLI_0E30143F,393,1,270.0,2,4,4,244,10,Skin Bloom
CLI_0E30C2CC,402,1,82.25,2,4,1,241,7,Skin Bloom
CLI_0E31DD44,62,1,138.51,4,4,2,442,10,Skin Glow
CLI_0E32BF4A,123,1,151.55,4,4,2,442,10,Skin Glow
CLI_0E33DE7E,32,1,207.47,5,4,3,543,12,Skin Glow
CLI_0E343550,40,2,809.8,5,5,5,555,15,Skin Glow
CLI_0E348613,75,2,360.63,4,5,4,454,13,Skin Glow
CLI_0E37C532,404,1,288.9,2,4,4,244,10,Skin Bloom
CLI_0E3846E2,463,1,239.0,1,4,3,143,8,Skin Bloom
CLI_0E38E128,281,1,83.62,3,4,1,341,8,Skin Glow
CLI_0E391B2F,129,1,431.77,4,4,5,445,13,Skin Glow
CLI_0E39F587,427,1,277.9,1,4,4,144,9,Skin Bloom
CLI_0E3B4D29,456,1,142.47,1,4,2,142,7,Skin Bloom
CLI_0E429859,277,1,265.0,3,4,4,344,11,Skin Glow
CLI_0E432CF7,297,1,147.7,3,4,2,342,9,Skin Glow
CLI_0E452AA3,206,1,153.95,3,4,2,342,9,Skin Glow
CLI_0E4AC5EC,216,1,221.98,3,4,3,343,10,Skin Glow
CLI_0E4BB033,289,1,128.19,3,4,2,342,9,Skin Glow
CLI_0E4BE3E8,291,1,254.24,3,4,4,344,11,Skin Glow
CLI_0E4D3B0F,286,1,259.0,3,4,4,344,11,Skin Glow
CLI_0E4D5D7D,291,1,207.2,3,4,3,343,10,Skin Glow
CLI_0E507890,32,1,122.09,5,4,1,541,10,Skin Glow
CLI_0E510B20,72,1,236.7,4,4,3,443,11,Skin Glow
CLI_0E51B5BA,263,1,1154.66,3,4,5,345,12,Skin Glow
CLI_0E5214DC,31,4,919.25,5,5,5,555,15,Skin Glow
CLI_0E54F52C,230,1,187.42,3,4,3,343,10,Skin Glow
CLI_0E557756,337,1,108.85,2,4,1,241,7,Skin Bloom
CLI_0E5697A2,288,1,164.08,3,4,3,343,10,Skin Glow
CLI_0E570E6B,75,2,505.22,4,5,5,455,14,Skin Glow
CLI_0E575610,102,1,79.61,4,4,1,441,9,Skin Glow
CLI_0E57EF9C,9,1,154.28,5,4,2,542,11,Skin Glow
CLI_0E58C368,49,1,155.36,5,4,2,542,11,Skin Glow
CLI_0E5B333A,502,1,220.25,1,4,3,143,8,Skin Bloom
CLI_0E5B5619,501,1,130.72,1,4,2,142,7,Skin Bloom
CLI_0E5BC32F,271,1,404.53,3,4,4,344,11,Skin Glow
CLI_0E5EDF2C,32,2,572.08,5,5,5,555,15,Skin Glow
CLI_0E5F57B9,303,1,369.9,3,4,4,344,11,Skin Glow
CLI_0E5FEE38,491,1,139.9,1,4,2,142,7,Skin Bloom
CLI_0E650A9B,498,1,139.86,1,4,2,142,7,Skin Bloom
CLI_0E676AB2,45,1,129.91,5,4,2,542,11,Skin Glow
CLI_0E68EEFE,357,1,153.87,2,4,2,242,8,Skin Bloom
CLI_0E69FAFC,140,2,441.71000000000004,4,5,5,455,14,Skin Glow
CLI_0E6C2493,130,1,79.61,4,4,1,441,9,Skin Glow
CLI_0E6C4593,456,1,285.7,1,4,4,144,9,Skin Bloom
CLI_0E6CDB50,457,2,305.82,1,5,4,154,10,Skin Bloom
CLI_0E6F2226,32,2,355.38,5,5,4,554,14,Skin Glow
CLI_0E6FBE87,461,1,215.62,1,4,3,143,8,Skin Bloom
CLI_0E704C50,34,9,2733.5299999999997,5,5,5,555,15,Skin Glow
CLI_0E780A0F,15,1,67.04,5,4,1,541,10,Skin Glow
CLI_0E792C24,518,1,129.22,1,4,2,142,7,Skin Bloom
CLI_0E7A3400,514,2,499.16999999999996,1,5,5,155,11,Skin Bloom
CLI_0E7A41CD,32,9,2791.21,5,5,5,555,15,Skin Glow
CLI_0E7BD5A4,403,1,78.63,2,4,1,241,7,Skin Bloom
CLI_0E7D873F,79,4,1112.78,4,5,5,455,14,Skin Glow
CLI_0E811CA3,384,1,99.82,2,4,1,241,7,Skin Bloom
CLI_0E81FBF3,246,1,319.8,3,4,4,344,11,Skin Glow
CLI_0E822557,461,1,98.61,1,4,1,141,6,Skin Bloom
CLI_0E832366,453,1,87.82,1,4,1,141,6,Skin Bloom
CLI_0E847782,73,1,161.04,4,4,2,442,10,Skin Glow
CLI_0E8544F8,242,1,247.41,3,4,3,343,10,Skin Glow
CLI_0E88218E,33,1,246.21,5,4,3,543,12,Skin Glow
CLI_0E884FB0,356,1,134.42,2,4,2,242,8,Skin Bloom
CLI_0E8B9289,342,1,226.51,2,4,3,243,9,Skin Bloom
CLI_0E8CB687,218,2,247.39,3,5,3,353,11,Skin Glow
CLI_0E8CC94F,335,1,143.72,2,4,2,242,8,Skin Bloom
CLI_0E8FCD25,404,1,160.54,2,4,2,242,8,Skin Bloom
CLI_0E92777B,15,1,225.83,5,4,3,543,12,Skin Glow
CLI_0E92FC7F,466,1,250.2,1,4,4,144,9,Skin Bloom
CLI_0E932E44,428,1,405.09,1,4,4,144,9,Skin Bloom
CLI_0E942466,498,1,139.86,1,4,2,142,7,Skin Bloom
CLI_0E94D04E,111,1,274.9,4,4,4,444,12,Skin Glow
CLI_0E95322E,526,1,98.92,1,4,1,141,6,Skin Bloom
CLI_0E9626EF,285,1,148.6,3,4,2,342,9,Skin Glow
CLI_0E96975A,503,1,142.99,1,4,2,142,7,Skin Bloom
CLI_0E96C7C2,50,2,451.34000000000003,5,5,5,555,15,Skin Glow
CLI_0E97D64C,75,1,204.43,4,4,3,443,11,Skin Glow
CLI_0E9A2013,337,1,144.07,2,4,2,242,8,Skin Bloom
CLI_0E9D882C,524,1,134.66,1,4,2,142,7,Skin Bloom
CLI_0E9E88AA,15,1,235.62,5,4,3,543,12,Skin Glow
CLI_0E9ECDDE,518,1,84.92,1,4,1,141,6,Skin Bloom
CLI_0E9F8049,460,1,289.53,1,4,4,144,9,Skin Bloom
CLI_0E9FB112,85,3,444.24,4,5,5,455,14,Skin Glow
CLI_0EA13BE7,194,1,640.52,3,4,5,345,12,Skin Glow
CLI_0EA18142,264,2,393.82000000000005,3,5,4,354,12,Skin Glow
CLI_0EA18E26,497,1,195.34,1,4,3,143,8,Skin Bloom
CLI_0EA21717,265,1,68.39,3,4,1,341,8,Skin Glow
CLI_0EA24395,403,1,182.2,2,4,3,243,9,Skin Bloom
CLI_0EA3622F,294,1,145.06,3,4,2,342,9,Skin Glow
CLI_0EA94A71,169,1,159.9,3,4,2,342,9,Skin Glow
CLI_0EA981BD,204,1,170.27,3,4,3,343,10,Skin Glow
CLI_0EAAA1BA,94,1,470.24,4,4,5,445,13,Skin Glow
CLI_0EAE9D6C,418,1,148.61,2,4,2,242,8,Skin Bloom
CLI_0EAF88F7,105,10,3121.5699999999997,4,5,5,455,14,Skin Glow
CLI_0EAFAB7C,105,2,418.6,4,5,5,455,14,Skin Glow
CLI_0EAFD1E5,528,1,188.1,1,4,3,143,8,Skin Bloom
CLI_0EB290F4,535,1,188.62,1,4,3,143,8,Skin Bloom
CLI_0EB2A817,68,1,317.8,4,4,4,444,12,Skin Glow
CLI_0EB311EF,255,1,157.34,3,4,2,342,9,Skin Glow
CLI_0EB35405,472,2,249.75,1,5,3,153,9,Skin Bloom
CLI_0EB499C7,57,1,203.0,4,4,3,443,11,Skin Glow
CLI_0EB555D4,409,1,226.92,2,4,3,243,9,Skin Bloom
CLI_0EB6B495,343,2,353.9,2,5,4,254,11,Skin Bloom
CLI_0EBC8F0C,426,1,259.11,2,4,4,244,10,Skin Bloom
CLI_0EBD5D08,51,1,176.26,5,4,3,543,12,Skin Glow
CLI_0EBEFC1D,365,2,206.56,2,5,3,253,10,Skin Bloom
CLI_0EBFBF58,3,1,81.68,5,4,1,541,10,Skin Glow
CLI_0EC06739,527,1,518.0,1,4,5,145,10,Skin Bloom
CLI_0EC15CEC,273,1,149.2,3,4,2,342,9,Skin Glow
CLI_0EC1F6EF,527,1,147.05,1,4,2,142,7,Skin Bloom
CLI_0EC58A22,121,1,422.9,4,4,5,445,13,Skin Glow
CLI_0EC67FCC,502,1,150.87,1,4,2,142,7,Skin Bloom
CLI_0EC6F1F8,400,1,93.8,2,4,1,241,7,Skin Bloom
CLI_0EC8BCC8,207,2,353.73,3,5,4,354,12,Skin Glow
CLI_0EC91583,234,3,786.22,3,5,5,355,13,Skin Glow
CLI_0EC99CE8,166,1,473.9,4,4,5,445,13,Skin Glow
CLI_0EC9E468,45,1,98.87,5,4,1,541,10,Skin Glow
CLI_0ECADBF6,142,2,283.24,4,5,4,454,13,Skin Glow
CLI_0ECC1F05,32,7,2325.73,5,5,5,555,15,Skin Glow
CLI_0ECD2842,16,1,82.22,5,4,1,541,10,Skin Glow
CLI_0ED02FDD,328,1,183.62,2,4,3,243,9,Skin Bloom
CLI_0ED1275C,350,1,143.76,2,4,2,242,8,Skin Bloom
CLI_0ED53412,359,1,113.95,2,4,1,241,7,Skin Bloom
CLI_0ED82268,283,3,373.52,3,5,4,354,12,Skin Glow
CLI_0ED8E244,211,2,284.74,3,5,4,354,12,Skin Glow
CLI_0EDA16A8,34,1,115.86,5,4,1,541,10,Skin Glow
CLI_0EDA28F3,363,1,524.6,2,4,5,245,11,Skin Bloom
CLI_0EDAFED2,291,1,187.06,3,4,3,343,10,Skin Glow
CLI_0EDB34C8,300,2,490.54999999999995,3,5,5,355,13,Skin Glow
CLI_0EDBFC30,187,1,127.92,3,4,2,342,9,Skin Glow
CLI_0EDC1900,32,1,63.94,5,4,1,541,10,Skin Glow
CLI_0EDC2C19,226,1,121.75,3,4,1,341,8,Skin Glow
CLI_0EDD4439,535,1,219.98,1,4,3,143,8,Skin Bloom
CLI_0EE11E3B,56,1,145.83,4,4,2,442,10,Skin Glow
CLI_0EE1B440,81,3,537.05,4,5,5,455,14,Skin Glow
CLI_0EE1C28C,223,1,155.86,3,4,2,342,9,Skin Glow
CLI_0EE4C546,7,6,676.08,5,5,5,555,15,Skin Glow
CLI_0EE77E73,453,1,297.05,1,4,4,144,9,Skin Bloom
CLI_0EE7D3D4,510,1,158.9,1,4,2,142,7,Skin Bloom
CLI_0EE89606,34,1,137.7,5,4,2,542,11,Skin Glow
CLI_0EE8CD8B,156,1,234.7,4,4,3,443,11,Skin Glow
CLI_0EEA0A62,250,2,792.77,3,5,5,355,13,Skin Glow
CLI_0EEB2C4E,174,2,519.25,3,5,5,355,13,Skin Glow
CLI_0EED9720,97,1,419.21,4,4,5,445,13,Skin Glow
CLI_0EEE0EC8,51,1,144.29,5,4,2,542,11,Skin Glow
CLI_0EEFFE48,412,1,208.9,2,4,3,243,9,Skin Bloom
CLI_0EF05C51,31,1,63.94,5,4,1,541,10,Skin Glow
CLI_0EF2F2C5,12,1,105.83,5,4,1,541,10,Skin Glow
CLI_0EF35715,32,1,351.59,5,4,4,544,13,Skin Glow
CLI_0EF4C710,545,1,179.25,1,4,3,143,8,Skin Bloom
CLI_0EF9455F,495,1,150.72,1,4,2,142,7,Skin Bloom
CLI_0EF9C8C6,281,2,278.03,3,5,4,354,12,Skin Glow
CLI_0EFAD1D4,536,1,332.54,1,4,4,144,9,Skin Bloom
CLI_0EFC9950,449,1,156.89,1,4,2,142,7,Skin Bloom
CLI_0EFD4B8C,155,1,387.88,4,4,4,444,12,Skin Glow
CLI_0EFE48B3,144,2,445.91999999999996,4,5,5,455,14,Skin Glow
CLI_0F02EFAC,313,2,284.04,2,5,4,254,11,Skin Bloom
CLI_0F063690,370,1,108.8,2,4,1,241,7,Skin Bloom
CLI_0F063B33,19,1,87.03,5,4,1,541,10,Skin Glow
CLI_0F07125F,473,1,238.4,1,4,3,143,8,Skin Bloom
CLI_0F07C650,430,1,163.85,1,4,3,143,8,Skin Bloom
CLI_0F0833FD,63,1,549.8,4,4,5,445,13,Skin Glow
CLI_0F08D079,264,1,329.38,3,4,4,344,11,Skin Glow
CLI_0F095A50,291,1,139.69,3,4,2,342,9,Skin Glow
CLI_0F0C8A07,34,1,140.56,5,4,2,542,11,Skin Glow
CLI_0F0CAC29,537,1,414.4,1,4,5,145,10,Skin Bloom
CLI_0F0DF96B,541,1,97.83,1,4,1,141,6,Skin Bloom
CLI_0F14F5DA,95,2,358.94,4,5,4,454,13,Skin Glow
CLI_0F16A692,461,1,238.9,1,4,3,143,8,Skin Bloom
CLI_0F1AEA52,140,1,111.93,4,4,1,441,9,Skin Glow
CLI_0F1E718A,410,1,297.8,2,4,4,244,10,Skin Bloom
CLI_0F1FAF98,248,1,369.63,3,4,4,344,11,Skin Glow
CLI_0F20271F,306,2,370.35,3,5,4,354,12,Skin Glow
CLI_0F204E53,320,3,1343.13,2,5,5,255,12,Skin Bloom
CLI_0F214690,329,1,159.71,2,4,2,242,8,Skin Bloom
CLI_0F25F403,412,2,346.23,2,5,4,254,11,Skin Bloom
CLI_0F269C2C,250,1,239.2,3,4,3,343,10,Skin Glow
CLI_0F26AE01,13,1,126.35,5,4,1,541,10,Skin Glow
CLI_0F2727E1,107,6,1929.94,4,5,5,455,14,Skin Glow
CLI_0F2A1211,337,2,497.18999999999994,2,5,5,255,12,Skin Bloom
CLI_0F2B7ED3,33,1,181.48,5,4,3,543,12,Skin Glow
CLI_0F2BA6DB,322,1,192.0,2,4,3,243,9,Skin Bloom
CLI_0F2F5284,158,1,155.73,4,4,2,442,10,Skin Glow
CLI_0F33A51D,176,2,432.53999999999996,3,5,5,355,13,Skin Glow
CLI_0F33A838,194,1,230.05,3,4,3,343,10,Skin Glow
CLI_0F348AE7,80,1,191.47,4,4,3,443,11,Skin Glow
CLI_0F37A057,217,1,153.95,3,4,2,342,9,Skin Glow
CLI_0F3AFACA,302,3,609.78,3,5,5,355,13,Skin Glow
CLI_0F3B886C,45,1,159.28,5,4,2,542,11,Skin Glow
CLI_0F3C871B,419,1,254.84,2,4,4,244,10,Skin Bloom
CLI_0F3CE95C,90,1,154.28,4,4,2,442,10,Skin Glow
CLI_0F3DBAD6,29,1,49.6,5,4,1,541,10,Skin Glow
CLI_0F3F28C3,133,1,218.05,4,4,3,443,11,Skin Glow
CLI_0F422033,369,1,99.28,2,4,1,241,7,Skin Bloom
CLI_0F43F1CD,281,1,193.82,3,4,3,343,10,Skin Glow
CLI_0F46A352,472,1,979.55,1,4,5,145,10,Skin Bloom
CLI_0F475518,1,1,154.86,5,4,2,542,11,Skin Glow
CLI_0F486390,331,1,212.94,2,4,3,243,9,Skin Bloom
CLI_0F48F1B6,228,1,119.92,3,4,1,341,8,Skin Glow
CLI_0F491F77,451,1,290.8,1,4,4,144,9,Skin Bloom
CLI_0F497153,489,1,266.9,1,4,4,144,9,Skin Bloom
CLI_0F4CA9F5,174,1,138.2,3,4,2,342,9,Skin Glow
CLI_0F4DD0C0,431,1,239.7,1,4,3,143,8,Skin Bloom
CLI_0F4DF20C,337,1,139.9,2,4,2,242,8,Skin Bloom
CLI_0F53BD0B,175,1,143.69,3,4,2,342,9,Skin Glow
CLI_0F553E84,256,1,533.0,3,4,5,345,12,Skin Glow
CLI_0F59011B,488,1,172.95,1,4,3,143,8,Skin Bloom
CLI_0F590C95,31,7,1158.8400000000001,5,5,5,555,15,Skin Glow
CLI_0F59121C,2,2,209.79000000000002,5,5,3,553,13,Skin Glow
CLI_0F59630F,41,2,458.87,5,5,5,555,15,Skin Glow
CLI_0F59B081,33,2,414.08000000000004,5,5,5,555,15,Skin Glow
CLI_0F5D2A33,498,1,69.93,1,4,1,141,6,Skin Bloom
CLI_0F5DC582,224,1,130.0,3,4,2,342,9,Skin Glow
CLI_0F5E773B,85,1,146.75,4,4,2,442,10,Skin Glow
CLI_0F61CDE6,27,1,73.94,5,4,1,541,10,Skin Glow
CLI_0F627141,107,2,323.82,4,5,4,454,13,Skin Glow
CLI_0F660FEC,243,1,767.23,3,4,5,345,12,Skin Glow
CLI_0F6637BC,257,2,237.64,3,5,3,353,11,Skin Glow
CLI_0F690E75,337,1,109.85,2,4,1,241,7,Skin Bloom
CLI_0F6A180B,15,1,313.91,5,4,4,544,13,Skin Glow
CLI_0F6A7C48,97,1,96.47,4,4,1,441,9,Skin Glow
CLI_0F6A8116,47,1,143.25,5,4,2,542,11,Skin Glow
CLI_0F6B86B4,235,1,159.54,3,4,2,342,9,Skin Glow
CLI_0F6BCC9C,419,1,214.62,2,4,3,243,9,Skin Bloom
CLI_0F6C279E,236,1,94.91,3,4,1,341,8,Skin Glow
CLI_0F6CE8E7,200,1,154.67,3,4,2,342,9,Skin Glow
CLI_0F6E4F45,16,1,101.73,5,4,1,541,10,Skin Glow
CLI_0F6E588A,501,1,250.54,1,4,4,144,9,Skin Bloom
CLI_0F6F0FFF,45,1,152.91,5,4,2,542,11,Skin Glow
CLI_0F7003DB,394,1,159.84,2,4,2,242,8,Skin Bloom
